player1,player2,team,total_p1_to_p2,total_p2_to_p1,total2s_p1_to_p2,total2s_p2_to_p1,total3s_p1_to_p2,total3s_p2_to_p1,total,harmonic_mean,diff_between_sides
Jeremiah Fears,Josh Oduro,NOP,1,0,1,0,0,0,1,0,1
Ben Sheppard,Monté Morris,IND,0,1,0,1,0,0,1,0,1
Charles Bassey,Ja Morant,MEM,0,1,0,1,0,0,1,0,1
Dalano Banton,Ron Harper Jr.,BOS,1,0,0,0,1,0,1,0,1
David Jones Garcia,Riley Minix,SAS,1,0,0,0,1,0,1,0,1
Ajay Mitchell,Chris Youngblood,OKC,1,0,0,0,1,0,1,0,1
Nigel Hayes-Davis,Royce O'Neale,PHX,1,0,0,0,1,0,1,0,1
Kobe Sanders,Patrick Baldwin Jr.,LAC,1,0,0,0,1,0,1,0,1
Bryce McGowens,Kevon Looney,NOP,0,1,0,0,0,1,1,0,1
Kevin Huerter,Tolu Smith,DET,1,0,1,0,0,0,1,0,1
Grant Nelson,Ziaire Williams,BKN,0,1,0,1,0,0,1,0,1
Amir Coffey,Giannis Antetokounmpo,MIL,1,0,1,0,0,0,1,0,1
Isaiah Hartenstein,Kenrich Williams,OKC,1,0,0,0,1,0,1,0,1
Adama Bal,Rayan Rupert,MEM,0,1,0,1,0,0,1,0,1
Anthony Davis,Daniel Gafford,DAL,1,0,1,0,0,0,1,0,1
Joan Beringer,Leonard Miller,MIN,0,1,0,1,0,0,1,0,1
Javon Small,John Konchar,MEM,0,1,0,0,0,1,1,0,1
Cam Spencer,PJ Hall,MEM,1,0,0,0,1,0,1,0,1
Dejounte Murray,Jordan Poole,NOP,1,0,1,0,0,0,1,0,1
Aaron Wiggins,Payton Sandfort,OKC,1,0,0,0,1,0,1,0,1
Cason Wallace,Ousmane Dieng,OKC,1,0,0,0,1,0,1,0,1
Isaiah Jackson,Taelon Peter,IND,1,0,0,0,1,0,1,0,1
Adou Thiero,Austin Reaves,LAL,0,1,0,1,0,0,1,0,1
Jalen Wilson,Malachi Smith,BKN,0,1,0,0,0,1,1,0,1
Isaac Okoro,Nick Richards,CHI,1,0,1,0,0,0,1,0,1
Kyle Lowry,Paul George,PHI,1,0,0,0,1,0,1,0,1
Johni Broome,Kyle Lowry,PHI,0,1,0,1,0,0,1,0,1
Jonathan Mogbo,Ochai Agbaji,TOR,1,0,1,0,0,0,1,0,1
Drew Eubanks,Keon Ellis,SAC,0,1,0,1,0,0,1,0,1
Joan Beringer,Kyle Anderson,MIN,0,1,0,1,0,0,1,0,1
Colby Jones,Tolu Smith,DET,1,0,1,0,0,0,1,0,1
AJ Johnson,Miles Kelly,DAL,0,1,0,1,0,0,1,0,1
Ace Bailey,Jaren Jackson Jr.,UTA,1,0,1,0,0,0,1,0,1
Gary Harris,Thanasis Antetokounmpo,MIL,0,1,0,0,0,1,1,0,1
Anthony Black,Orlando Robinson,ORL,1,0,1,0,0,0,1,0,1
A.J. Lawson,Jamison Battle,TOR,1,0,0,0,1,0,1,0,1
Saddiq Bey,Trey Alexander,NOP,0,1,0,1,0,0,1,0,1
Jakob Poeltl,Ochai Agbaji,TOR,1,0,1,0,0,0,1,0,1
Joan Beringer,Julius Randle,MIN,1,0,0,0,1,0,1,0,1
Ayo Dosunmu,Terrence Shannon Jr.,MIN,1,0,0,0,1,0,1,0,1
Brandin Podziemski,Seth Curry,GSW,1,0,0,0,1,0,1,0,1
Chaz Lanier,Isaac Jones,DET,1,0,1,0,0,0,1,0,1
Jericho Sims,Mark Sears,MIL,1,0,0,0,1,0,1,0,1
Jonas Valančiūnas,Tyus Jones,DEN,1,0,1,0,0,0,1,0,1
Cody Williams,Walker Kessler,UTA,1,0,0,0,1,0,1,0,1
Dariq Whitehead,Olivier-Maxence Prosper,MEM,1,0,1,0,0,0,1,0,1
Jaren Jackson Jr.,Keyonte George,UTA,0,1,0,1,0,0,1,0,1
Alex Morales,Jevon Carter,ORL,1,0,0,0,1,0,1,0,1
Jahmai Mashack,Santi Aldama,MEM,1,0,1,0,0,0,1,0,1
Dennis Schröder,Tristan Enaruna,CLE,1,0,1,0,0,0,1,0,1
Mark Sears,Thanasis Antetokounmpo,MIL,1,0,1,0,0,0,1,0,1
Bilal Coulibaly,Jaden Hardy,WAS,1,0,1,0,0,0,1,0,1
Jalen Duren,Paul Reed,DET,1,0,1,0,0,0,1,0,1
Collin Murray-Boyles,Garrett Temple,TOR,0,1,0,1,0,0,1,0,1
Kyshawn George,Sharife Cooper,WAS,0,1,0,0,0,1,1,0,1
Jordan McLaughlin,Riley Minix,SAS,1,0,1,0,0,0,1,0,1
David Jones Garcia,Lindy Waters III,SAS,1,0,0,0,1,0,1,0,1
Ivica Zubac,Taelon Peter,IND,0,1,0,1,0,0,1,0,1
Jordan Miller,Kobe Brown,LAC,1,0,1,0,0,0,1,0,1
Grant Williams,Tidjane Salaün,CHA,0,1,0,1,0,0,1,0,1
CJ McCollum,Vít Krejčí,ATL,1,0,1,0,0,0,1,0,1
Buddy Hield,Malevy Leons,GSW,0,1,0,0,0,1,1,0,1
AJ Green,Cormac Ryan,MIL,1,0,0,0,1,0,1,0,1
Isaiah Livers,Royce O'Neale,PHX,1,0,0,0,1,0,1,0,1
Chris Mañon,Dalton Knecht,LAL,1,0,1,0,0,0,1,0,1
Chaney Johnson,Danny Wolf,BKN,0,1,0,1,0,0,1,0,1
David Jones Garcia,Luke Kornet,SAS,1,0,1,0,0,0,1,0,1
Mac McClung,Patrick Williams,CHI,1,0,1,0,0,0,1,0,1
Drew Timme,Jake LaRavia,LAL,1,0,1,0,0,0,1,0,1
Jase Richardson,Jevon Carter,ORL,0,1,0,1,0,0,1,0,1
Ronald Holland II,Tolu Smith,DET,0,1,0,1,0,0,1,0,1
Isaiah Jackson,TyTy Washington Jr.,LAC,0,1,0,1,0,0,1,0,1
James Harden,Tyrese Proctor,CLE,0,1,0,0,0,1,1,0,1
Derik Queen,Josh Oduro,NOP,0,1,0,1,0,0,1,0,1
Jaxson Hayes,Kobe Bufkin,LAL,0,1,0,1,0,0,1,0,1
Cody Martin,Jeremiah Robinson-Earl,IND,1,0,1,0,0,0,1,0,1
Grant Williams,Miles Bridges,CHA,0,1,0,0,0,1,1,0,1
Kris Murray,Matisse Thybulle,POR,1,0,0,0,1,0,1,0,1
Ousmane Dieng,Thanasis Antetokounmpo,MIL,0,1,0,1,0,0,1,0,1
Leaky Black,Tristan Vukcevic,WAS,1,0,0,0,1,0,1,0,1
Jordan Poole,Trey Alexander,NOP,0,1,0,0,0,1,1,0,1
Jaden Ivey,Jalen Smith,CHI,1,0,1,0,0,0,1,0,1
Buddy Hield,Zaccharie Risacher,ATL,0,1,0,1,0,0,1,0,1
John Poulakidas,Max Christie,DAL,0,1,0,0,0,1,1,0,1
Koby Brea,Rasheer Fleming,PHX,1,0,0,0,1,0,1,0,1
Jeremy Sochan,Jordan McLaughlin,SAS,0,1,0,1,0,0,1,0,1
Jordan Walsh,Ron Harper Jr.,BOS,0,1,0,0,0,1,1,0,1
Cam Spencer,Dariq Whitehead,MEM,1,0,0,0,1,0,1,0,1
Dalen Terry,VJ Edgecombe,PHI,1,0,1,0,0,0,1,0,1
Kevin McCullar Jr.,Landry Shamet,NYK,1,0,0,0,1,0,1,0,1
Sam Hauser,Xavier Tillman,BOS,1,0,0,0,1,0,1,0,1
Baylor Scheierman,Max Shulga,BOS,1,0,1,0,0,0,1,0,1
Kelly Olynyk,Stanley Umude,SAS,1,0,1,0,0,0,1,0,1
Jaylen Wells,John Konchar,MEM,1,0,1,0,0,0,1,0,1
Cameron Payne,Joel Embiid,PHI,1,0,1,0,0,0,1,0,1
Jose Alvarado,Miles McBride,NYK,0,1,0,0,0,1,1,0,1
Carter Bryant,Jeremy Sochan,SAS,0,1,0,0,0,1,1,0,1
Grant Williams,Liam McNeeley,CHA,1,0,1,0,0,0,1,0,1
Caleb Love,Scoot Henderson,POR,0,1,0,0,0,1,1,0,1
Max Christie,Moussa Cisse,DAL,1,0,1,0,0,0,1,0,1
Antonio Reeves,Collin Sexton,CHA,1,0,0,0,1,0,1,0,1
Max Strus,Nae'Qwan Tomlin,CLE,1,0,1,0,0,0,1,0,1
Javon Small,Lucas Williamson,MEM,1,0,1,0,0,0,1,0,1
Cormac Ryan,Ryan Rollins,MIL,0,1,0,0,0,1,1,0,1
Dylan Cardwell,Patrick Baldwin Jr.,SAC,1,0,1,0,0,0,1,0,1
Jahmai Mashack,Taj Gibson,MEM,1,0,0,0,1,0,1,0,1
Moussa Cisse,P.J. Washington,DAL,0,1,0,1,0,0,1,0,1
GG Jackson,Lawson Lovering,MEM,0,1,0,1,0,0,1,0,1
Elijah Harkless,Kyle Anderson,UTA,1,0,1,0,0,0,1,0,1
Miles Bridges,Pat Connaughton,CHA,0,1,0,0,0,1,1,0,1
E.J. Liddell,Trevon Scott,BKN,0,1,0,0,0,1,1,0,1
Franz Wagner,Orlando Robinson,ORL,1,0,1,0,0,0,1,0,1
Alex Sarr,Cam Whitmore,WAS,1,0,1,0,0,0,1,0,1
Hunter Sallis,Kyle Lowry,PHI,1,0,0,0,1,0,1,0,1
Collin Sexton,Jalen Smith,CHI,1,0,1,0,0,0,1,0,1
Kentavious Caldwell-Pope,Kyle Anderson,MEM,0,1,0,1,0,0,1,0,1
Coby White,Tre Mann,CHA,0,1,0,0,0,1,1,0,1
Jahmir Young,Nikola Jović,MIA,0,1,0,1,0,0,1,0,1
Jevon Carter,Nikola Vučević,CHI,0,1,0,0,0,1,1,0,1
Coby White,Lachlan Olbrich,CHI,1,0,1,0,0,0,1,0,1
Brice Sensabaugh,Vince Williams Jr.,UTA,1,0,1,0,0,0,1,0,1
Julian Reese,Trae Young,WAS,1,0,1,0,0,0,1,0,1
Patrick Williams,Zach Collins,CHI,0,1,0,1,0,0,1,0,1
Thomas Bryant,Tristan Enaruna,CLE,0,1,0,1,0,0,1,0,1
Amir Coffey,Jalen Green,PHX,1,0,1,0,0,0,1,0,1
Ja Morant,PJ Hall,MEM,1,0,1,0,0,0,1,0,1
Jamir Watkins,Khris Middleton,WAS,0,1,0,1,0,0,1,0,1
Daniss Jenkins,Wendell Moore Jr.,DET,1,0,1,0,0,0,1,0,1
Brook Lopez,Kobe Brown,LAC,0,1,0,1,0,0,1,0,1
Spencer Jones,Zeke Nnaji,DEN,0,1,0,0,0,1,1,0,1
Kevin Love,Oscar Tshiebwe,UTA,0,1,0,0,0,1,1,0,1
Chris Boucher,Payton Pritchard,BOS,0,1,0,0,0,1,1,0,1
Bez Mbeng,Isaiah Collier,UTA,1,0,1,0,0,0,1,0,1
Mason Plumlee,Tre Mann,CHA,1,0,1,0,0,0,1,0,1
Caleb Martin,Miles Kelly,DAL,1,0,0,0,1,0,1,0,1
KJ Simpson,Mason Plumlee,CHA,0,1,0,0,0,1,1,0,1
Emanuel Miller,Matas Buzelis,CHI,0,1,0,1,0,0,1,0,1
Cameron Payne,Kelly Oubre Jr.,PHI,1,0,0,0,1,0,1,0,1
Pascal Siakam,Taelon Peter,IND,0,1,0,1,0,0,1,0,1
Marcus Sasser,Wendell Moore Jr.,DET,1,0,1,0,0,0,1,0,1
Chris Youngblood,Sidy Cissoko,POR,0,1,0,0,0,1,1,0,1
Joe Ingles,Leonard Miller,MIN,1,0,1,0,0,0,1,0,1
Brandon Clarke,Jaren Jackson Jr.,MEM,1,0,0,0,1,0,1,0,1
Jeff Green,Kevin Durant,HOU,1,0,0,0,1,0,1,0,1
Dennis Schröder,Doug McDermott,SAC,1,0,0,0,1,0,1,0,1
Christian Braun,Jalen Pickett,DEN,1,0,0,0,1,0,1,0,1
Bradley Beal,Kawhi Leonard,LAC,0,1,0,1,0,0,1,0,1
De'Aaron Fox,Mason Plumlee,SAS,0,1,0,1,0,0,1,0,1
Andre Jackson Jr.,Mark Sears,MIL,1,0,0,0,1,0,1,0,1
Bennedict Mathurin,Obi Toppin,IND,1,0,1,0,0,0,1,0,1
Chris Boucher,Sam Hauser,BOS,1,0,0,0,1,0,1,0,1
Lawson Lovering,Ty Jerome,MEM,0,1,0,1,0,0,1,0,1
Trendon Watford,Tyrese Martin,PHI,0,1,0,1,0,0,1,0,1
Jevon Carter,Julian Phillips,CHI,1,0,0,0,1,0,1,0,1
DeJon Jarreau,Ty Jerome,MEM,1,0,1,0,0,0,1,0,1
Andre Jackson Jr.,Kyle Kuzma,MIL,0,1,0,1,0,0,1,0,1
Jordan Goodwin,Nigel Hayes-Davis,PHX,1,0,1,0,0,0,1,0,1
Jahmai Mashack,Tyler Burton,MEM,0,1,0,1,0,0,1,0,1
E.J. Liddell,Ziaire Williams,BKN,1,0,0,0,1,0,1,0,1
Blake Wesley,Chris Youngblood,POR,1,0,0,0,1,0,1,0,1
Nae'Qwan Tomlin,Tristan Enaruna,CLE,0,1,0,1,0,0,1,0,1
Adama Bal,Toby Okani,MEM,0,1,0,0,0,1,1,0,1
Jarrett Allen,Luke Travers,CLE,1,0,1,0,0,0,1,0,1
De'Andre Hunter,Luke Travers,CLE,1,0,0,0,1,0,1,0,1
Javon Small,Tyler Burton,MEM,1,0,0,0,1,0,1,0,1
Jaylen Wells,Lawson Lovering,MEM,1,0,1,0,0,0,1,0,1
Khaman Maluach,Ryan Dunn,PHX,0,1,0,1,0,0,1,0,1
Charles Bassey,Jaren Jackson Jr.,MEM,0,1,0,1,0,0,1,0,1
Joe Ingles,Naz Reid,MIN,1,0,1,0,0,0,1,0,1
Dariq Whitehead,Taj Gibson,MEM,0,1,0,0,0,1,1,0,1
Brandon Ingram,Jonathan Mogbo,TOR,0,1,0,0,0,1,1,0,1
Alondes Williams,Jamir Watkins,WAS,1,0,1,0,0,0,1,0,1
Kawhi Leonard,Kobe Brown,LAC,1,0,0,0,1,0,1,0,1
Trey Alexander,Zion Williamson,NOP,0,1,0,0,0,1,1,0,1
Jeremy Sochan,Trey Jemison III,NYK,0,1,0,1,0,0,1,0,1
Hunter Tyson,Jonas Valančiūnas,DEN,0,1,0,0,0,1,1,0,1
Jahmir Young,Myron Gardner,MIA,1,0,0,0,1,0,1,0,1
Bennedict Mathurin,Dalano Banton,LAC,0,1,0,1,0,0,1,0,1
Hunter Tyson,Spencer Jones,DEN,1,0,0,0,1,0,1,0,1
Al Horford,Kristaps Porziņģis,GSW,1,0,1,0,0,0,1,0,1
Bradley Beal,Nicolas Batum,LAC,1,0,0,0,1,0,1,0,1
Caleb Houstan,Jacob Toppin,ATL,0,1,0,0,0,1,1,0,1
Cedric Coward,Christian Koloko,MEM,0,1,0,1,0,0,1,0,1
Charles Bassey,Gary Payton II,GSW,0,1,0,1,0,0,1,0,1
Chaney Johnson,Trevon Scott,BKN,1,0,1,0,0,0,1,0,1
Draymond Green,Trayce Jackson-Davis,GSW,0,1,0,0,0,1,1,0,1
Christian Koloko,Dyson Daniels,ATL,0,1,0,1,0,0,1,0,1
Cam Christie,Kris Dunn,LAC,0,1,0,1,0,0,1,0,1
Drew Peterson,Miles Bridges,CHA,0,1,0,1,0,0,1,0,1
Jamal Cain,Orlando Robinson,ORL,0,1,0,1,0,0,1,0,1
Jevon Carter,Jonathan Isaac,ORL,1,0,1,0,0,0,1,0,1
Giannis Antetokounmpo,Pete Nance,MIL,1,0,0,0,1,0,1,0,1
Duop Reath,Robert Williams III,POR,0,1,0,0,0,1,1,0,1
Ausar Thompson,Tolu Smith,DET,0,1,0,1,0,0,1,0,1
Nigel Hayes-Davis,Oso Ighodaro,PHX,1,0,1,0,0,0,1,0,1
DeMar DeRozan,Patrick Baldwin Jr.,SAC,0,1,0,1,0,0,1,0,1
Justin Edwards,Kyle Lowry,PHI,1,0,0,0,1,0,1,0,1
Anfernee Simons,Xavier Tillman,BOS,1,0,0,0,1,0,1,0,1
Andre Drummond,Kyle Lowry,PHI,0,1,0,0,0,1,1,0,1
Kentavious Caldwell-Pope,Walter Clayton Jr.,MEM,0,1,0,0,0,1,1,0,1
Dalen Terry,Kelly Oubre Jr.,PHI,1,0,1,0,0,0,1,0,1
Drew Peterson,LaMelo Ball,CHA,1,0,0,0,1,0,1,0,1
David Jones Garcia,Devin Vassell,SAS,1,0,1,0,0,0,1,0,1
Adou Thiero,LeBron James,LAL,0,1,0,1,0,0,1,0,1
Cason Wallace,Chris Youngblood,OKC,1,0,0,0,1,0,1,0,1
Charles Bassey,LJ Cryer,GSW,1,0,0,0,1,0,1,0,1
Gabe Vincent,Maxi Kleber,LAL,0,1,0,0,0,1,1,0,1
Kel'el Ware,Keshad Johnson,MIA,0,1,0,1,0,0,1,0,1
De'Andre Hunter,DeMar DeRozan,SAC,0,1,0,0,0,1,1,0,1
Cody Martin,Pascal Siakam,IND,0,1,0,1,0,0,1,0,1
Charles Bassey,Stephen Curry,GSW,0,1,0,1,0,0,1,0,1
Antonio Reeves,Tidjane Salaün,CHA,1,0,0,0,1,0,1,0,1
Kevin Love,Taylor Hendricks,UTA,1,0,0,0,1,0,1,0,1
Omer Yurtseven,Seth Curry,GSW,1,0,1,0,0,0,1,0,1
Duncan Robinson,Tolu Smith,DET,0,1,0,0,0,1,1,0,1
Julian Reese,Justin Champagnie,WAS,0,1,0,1,0,0,1,0,1
Keshon Gilbert,Will Riley,WAS,1,0,1,0,0,0,1,0,1
Franz Wagner,Jamal Cain,ORL,1,0,0,0,1,0,1,0,1
Blake Wesley,Duop Reath,POR,1,0,0,0,1,0,1,0,1
Alex Sarr,Leaky Black,WAS,0,1,0,0,0,1,1,0,1
CJ Huntley,Rasheer Fleming,PHX,1,0,1,0,0,0,1,0,1
Chris Youngblood,Shai Gilgeous-Alexander,OKC,1,0,1,0,0,0,1,0,1
Nicolas Batum,Yanic Konan Niederhäuser,LAC,1,0,1,0,0,0,1,0,1
AJ Johnson,Khris Middleton,DAL,0,1,0,0,0,1,1,0,1
Anfernee Simons,Jalen Smith,CHI,0,1,0,0,0,1,1,0,1
Cam Christie,Derrick Jones Jr.,LAC,0,1,0,0,0,1,1,0,1
Bobi Klintman,Jalen Duren,DET,1,0,1,0,0,0,1,0,1
A.J. Lawson,Ja'Kobe Walter,TOR,0,1,0,1,0,0,1,0,1
AJ Johnson,Tre Johnson,WAS,1,0,0,0,1,0,1,0,1
Aaron Holiday,Isaiah Crawford,HOU,1,0,1,0,0,0,1,0,1
Jaylen Wells,Rayan Rupert,MEM,1,0,0,0,1,0,1,0,1
Josh Green,PJ Hall,CHA,1,0,1,0,0,0,1,0,1
Dillon Jones,Kevin McCullar Jr.,NYK,1,0,1,0,0,0,1,0,1
Blake Hinson,Mo Bamba,UTA,0,1,0,0,0,1,1,0,1
Garrison Mathews,Jeremiah Robinson-Earl,IND,0,1,0,0,0,1,1,0,1
Michael Porter Jr.,Ochai Agbaji,BKN,1,0,1,0,0,0,1,0,1
Jahmai Mashack,John Konchar,MEM,0,1,0,0,0,1,1,0,1
Buddy Boeheim,Jaylin Williams,OKC,0,1,0,0,0,1,1,0,1
Drew Timme,Luka Dončić,LAL,0,1,0,0,0,1,1,0,1
Cam Whitmore,Malaki Branham,WAS,0,1,0,1,0,0,1,0,1
Buddy Hield,Caleb Houstan,ATL,1,0,1,0,0,0,1,0,1
Ethan Thompson,Garrison Mathews,IND,1,0,0,0,1,0,1,0,1
Andrew Nembhard,Ivica Zubac,IND,1,0,1,0,0,0,1,0,1
Justin Edwards,Paul George,PHI,0,1,0,0,0,1,1,0,1
De'Anthony Melton,Jonathan Kuminga,GSW,1,0,1,0,0,0,1,0,1
Omer Yurtseven,Pat Spencer,GSW,1,0,0,0,1,0,1,0,1
Ariel Hukporti,Trey Jemison III,NYK,0,1,0,1,0,0,1,0,1
Ariel Hukporti,Landry Shamet,NYK,1,0,0,0,1,0,1,0,1
Coby White,Xavier Tillman,CHA,0,1,0,0,0,1,1,0,1
Clint Capela,Jeff Green,HOU,1,0,0,0,1,0,1,0,1
Davion Mitchell,Keshad Johnson,MIA,1,0,1,0,0,0,1,0,1
Jaylen Clark,Kyle Anderson,MIN,0,1,0,0,0,1,1,0,1
Craig Porter Jr.,Max Strus,CLE,0,1,0,0,0,1,1,0,1
Kevin McCullar Jr.,Pacôme Dadiet,NYK,0,1,0,1,0,0,1,0,1
Moussa Cisse,Tyus Jones,DAL,0,1,0,1,0,0,1,0,1
Jonathan Kuminga,Seth Curry,GSW,1,0,1,0,0,0,1,0,1
Buddy Hield,Keaton Wallace,ATL,1,0,0,0,1,0,1,0,1
Ja'Kobe Walter,Ochai Agbaji,TOR,1,0,1,0,0,0,1,0,1
Dwight Powell,Marvin Bagley III,DAL,0,1,0,1,0,0,1,0,1
Christian Koloko,Corey Kispert,ATL,1,0,1,0,0,0,1,0,1
Chucky Hepburn,Scottie Barnes,TOR,1,0,1,0,0,0,1,0,1
Ja Morant,Zach Edey,MEM,1,0,1,0,0,0,1,0,1
Javonte Cooke,Yang Hansen,POR,0,1,0,1,0,0,1,0,1
Cooper Flagg,Tyus Jones,DAL,1,0,1,0,0,0,1,0,1
Jonathan Kuminga,Onyeka Okongwu,ATL,1,0,1,0,0,0,1,0,1
Alex Morales,Noah Penda,ORL,1,0,0,0,1,0,1,0,1
Drew Eubanks,Maxime Raynaud,SAC,1,0,1,0,0,0,1,0,1
Clint Capela,Isaiah Crawford,HOU,0,1,0,1,0,0,1,0,1
Davion Mitchell,Dru Smith,MIA,0,1,0,1,0,0,1,0,1
DeAndre Jordan,Derik Queen,NOP,0,1,0,1,0,0,1,0,1
Brooks Barnhizer,Jared McCain,OKC,1,0,0,0,1,0,1,0,1
Carter Bryant,David Jones Garcia,SAS,0,1,0,1,0,0,1,0,1
John Poulakidas,Naji Marshall,DAL,0,1,0,0,0,1,1,0,1
Mark Sears,Pete Nance,MIL,0,1,0,0,0,1,1,0,1
Daeqwon Plowden,Keegan Murray,SAC,0,1,0,0,0,1,1,0,1
Andrew Nembhard,Monté Morris,IND,1,0,0,0,1,0,1,0,1
Antonio Reeves,Mason Plumlee,CHA,0,1,0,0,0,1,1,0,1
Josh Oduro,Micah Peavy,NOP,0,1,0,1,0,0,1,0,1
Isaac Okoro,Mac McClung,CHI,1,0,1,0,0,0,1,0,1
Rayan Rupert,Yang Hansen,POR,0,1,0,0,0,1,1,0,1
Jalen Brunson,Trey Jemison III,NYK,0,1,0,1,0,0,1,0,1
Isaiah Hartenstein,Nikola Topić,OKC,0,1,0,1,0,0,1,0,1
Ayo Dosunmu,Jaylen Clark,MIN,1,0,0,0,1,0,1,0,1
Nate Williams,Will Richard,GSW,1,0,1,0,0,0,1,0,1
Nick Richards,Patrick Williams,CHI,0,1,0,1,0,0,1,0,1
Guerschon Yabusele,Trey Jemison III,NYK,1,0,1,0,0,0,1,0,1
David Jones Garcia,Keldon Johnson,SAS,1,0,0,0,1,0,1,0,1
Bobi Klintman,Cade Cunningham,DET,0,1,0,0,0,1,1,0,1
Cam Thomas,Gary Harris,MIL,0,1,0,1,0,0,1,0,1
Ben Sheppard,Mac McClung,IND,1,0,1,0,0,0,1,0,1
Amari Williams,Jaylen Brown,BOS,1,0,0,0,1,0,1,0,1
Kris Dunn,Yanic Konan Niederhäuser,LAC,1,0,1,0,0,0,1,0,1
Karl-Anthony Towns,Kevin McCullar Jr.,NYK,1,0,1,0,0,0,1,0,1
Toby Okani,Walter Clayton Jr.,MEM,0,1,0,0,0,1,1,0,1
Mac McClung,Quenton Jackson,IND,1,0,1,0,0,0,1,0,1
Kevin Huerter,Yuki Kawamura,CHI,0,1,0,1,0,0,1,0,1
Julian Strawther,Peyton Watson,DEN,1,0,1,0,0,0,1,0,1
Isaiah Jackson,Sean Pedulla,LAC,0,1,0,1,0,0,1,0,1
Jalen Pickett,Tyus Jones,DEN,0,1,0,0,0,1,1,0,1
Jalen Smith,Julian Phillips,CHI,1,0,1,0,0,0,1,0,1
Charles Bassey,Seth Curry,GSW,0,1,0,1,0,0,1,0,1
Andersson Garcia,Blake Hinson,UTA,1,0,1,0,0,0,1,0,1
Matisse Thybulle,Shaedon Sharpe,POR,1,0,0,0,1,0,1,0,1
Kristaps Porziņģis,Moses Moody,GSW,1,0,0,0,1,0,1,0,1
Isaac Okoro,Jevon Carter,CHI,0,1,0,0,0,1,1,0,1
Jaylon Tyson,Luke Travers,CLE,0,1,0,0,0,1,1,0,1
Joe Ingles,Mike Conley,MIN,0,1,0,1,0,0,1,0,1
Lindy Waters III,Luke Kornet,SAS,1,0,1,0,0,0,1,0,1
Bronny James,Deandre Ayton,LAL,1,0,1,0,0,0,1,0,1
Julian Phillips,Kevin Huerter,CHI,1,0,0,0,1,0,1,0,1
Adem Bona,Jabari Walker,PHI,0,1,0,1,0,0,1,0,1
Brandon Williams,Miles Kelly,DAL,1,0,0,0,1,0,1,0,1
Keldon Johnson,Mason Plumlee,SAS,0,1,0,1,0,0,1,0,1
Chris Youngblood,Kris Murray,POR,1,0,1,0,0,0,1,0,1
Cam Christie,Jahmyl Telfort,LAC,0,1,0,0,0,1,1,0,1
JD Davison,Reed Sheppard,HOU,0,1,0,0,0,1,1,0,1
Baylor Scheierman,Charles Bassey,BOS,1,0,1,0,0,0,1,0,1
E.J. Liddell,Josh Minott,BKN,1,0,0,0,1,0,1,0,1
Alex Sarr,Anthony Gill,WAS,1,0,1,0,0,0,1,0,1
Pete Nance,Thanasis Antetokounmpo,MIL,0,1,0,0,0,1,1,0,1
AJ Green,Amir Coffey,MIL,1,0,1,0,0,0,1,0,1
Collin Sexton,Mac McClung,CHI,0,1,0,1,0,0,1,0,1
Liam McNeeley,Xavier Tillman,CHA,0,1,0,0,0,1,1,0,1
Keshad Johnson,Nikola Jović,MIA,0,1,0,1,0,0,1,0,1
Killian Hayes,Patrick Baldwin Jr.,SAC,1,0,0,0,1,0,1,0,1
Killian Hayes,Russell Westbrook,SAC,0,1,0,1,0,0,1,0,1
Gary Payton II,Malevy Leons,GSW,0,1,0,1,0,0,1,0,1
Jaden Hardy,Julian Reese,WAS,0,1,0,1,0,0,1,0,1
Devin Carter,Zach LaVine,SAC,0,1,0,1,0,0,1,0,1
Anthony Edwards,Johnny Juzang,MIN,1,0,0,0,1,0,1,0,1
DeJon Jarreau,Jahmai Mashack,MEM,1,0,1,0,0,0,1,0,1
Grayson Allen,Khaman Maluach,PHX,1,0,1,0,0,0,1,0,1
Bradley Beal,Brook Lopez,LAC,1,0,1,0,0,0,1,0,1
Ben Sheppard,Jeremiah Robinson-Earl,IND,1,0,1,0,0,0,1,0,1
CJ Huntley,Jamaree Bouyea,PHX,0,1,0,1,0,0,1,0,1
Larry Nance Jr.,Thomas Bryant,CLE,1,0,0,0,1,0,1,0,1
Johnny Furphy,RayJ Dennis,IND,0,1,0,1,0,0,1,0,1
Jrue Holiday,Yang Hansen,POR,1,0,1,0,0,0,1,0,1
Khris Middleton,Tyler Smith,DAL,1,0,0,0,1,0,1,0,1
Kobe Bufkin,Rui Hachimura,LAL,1,0,1,0,0,0,1,0,1
Jacob Toppin,Zaccharie Risacher,ATL,0,1,0,1,0,0,1,0,1
Dennis Schröder,Isaac Jones,SAC,0,1,0,1,0,0,1,0,1
Jamir Watkins,Kadary Richmond,WAS,0,1,0,1,0,0,1,0,1
Liam McNeeley,Pat Connaughton,CHA,1,0,1,0,0,0,1,0,1
Ivica Zubac,Jalen Slawson,IND,0,1,0,1,0,0,1,0,1
Amir Coffey,Royce O'Neale,PHX,1,0,0,0,1,0,1,0,1
Chris Paul,James Harden,LAC,1,0,0,0,1,0,1,0,1
Amen Thompson,Jeff Green,HOU,1,0,1,0,0,0,1,0,1
Bobi Klintman,Kevin Huerter,DET,0,1,0,0,0,1,1,0,1
Al Horford,Quinten Post,GSW,0,1,0,0,0,1,1,0,1
Harrison Ingram,Stanley Umude,SAS,0,1,0,1,0,0,1,0,1
Ariel Hukporti,Josh Hart,NYK,1,0,1,0,0,0,1,0,1
